 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
    7902,  38002.41,            , 193371.08,            ,
    7903,  37999.97,            , 193377.69,            ,
    7904,  37997.17,            , 193384.80,            ,
    7905,  38060.36,            , 193437.38,            ,
    7906,  38127.92,            , 193502.33,            ,
    7907,  38200.34,            , 193570.89,            ,
    7908,  38284.84,            , 193649.88,            ,
    7909,  38398.11,            , 193737.16,            ,
    7910,  38505.35,            , 193821.34,            ,
    7911,  38590.21,            , 193891.34,            ,
    7912,  38637.35,            , 193936.53,            ,
    7913,  38665.89,            , 193965.62,            ,
    7914,  38715.41,            , 194012.47,            ,
    7915,  38728.40,            , 194034.25,            ,
    7916,  38754.23,            , 194068.38,            ,
    7917,  38814.68,            , 194122.89,            ,
    7918,  38871.62,            , 194177.16,            ,
    7919,  38888.12,            , 194201.80,            ,
    7920,  38892.73,            , 194211.67,            ,
    7921,  38914.74,            , 194239.47,            ,
    7922,  38938.53,            , 194269.62,            ,
    7923,  38940.39,            , 194283.05,            ,
    7924,  38951.55,            , 194302.56,            ,
    7925,  39025.39,            , 194369.20,            ,
    7926,  39087.20,            , 194419.89,            ,
    7927,  39088.41,            , 194429.92,            ,
    7928,  39091.38,            , 194443.69,            ,
    7929,  39167.95,            , 194518.12,            ,
    7930,  39242.75,            , 194594.70,            ,
    7931,  39273.75,            , 194627.95,            ,
    7932,  39269.52,            , 194636.14,            ,
    7933,  39258.68,            , 194638.83,            ,
    7934,  39253.17,            , 194644.22,            ,
    7935,  39267.61,            , 194672.25,            ,
    7936,  39251.44,            , 194686.38,            ,
    7937,  39242.95,            , 194703.91,            ,
    7938,  39221.31,            , 194698.98,            ,
    7939,  39204.47,            , 194695.94,            ,
    7940,  39190.92,            , 194697.16,            ,
    7941,  39186.59,            , 194713.52,            ,
    7942,  39199.71,            , 194739.00,            ,
    7943,  39207.62,            , 194755.88,            ,
    7944,  39214.05,            , 194772.58,            ,
    7945,  39245.21,            , 194812.42,            ,
    7946,  39223.57,            , 194815.12,            ,
    7947,  39203.84,            , 194808.61,            ,
    7948,  39182.36,            , 194801.55,            ,
    7949,  39160.77,            , 194793.59,            ,
    7950,  39139.18,            , 194785.25,            ,
    7951,  39117.61,            , 194776.91,            ,
    7952,  39096.05,            , 194772.00,            ,
    7953,  39074.52,            , 194771.69,            ,
    7954,  39083.94,            , 194800.19,            ,
    7955,  39104.57,            , 194835.28,            ,
    7956,  39083.03,            , 194826.91,            ,
    7957,  39061.50,            , 194818.56,            ,
    7958,  39039.98,            , 194812.95,            ,
    7959,  39018.48,            , 194804.59,            ,
    7960,  38996.98,            , 194796.27,            ,
    7961,  38975.50,            , 194787.91,            ,
    7962,  38954.04,            , 194779.56,            ,
    7963,  38932.59,            , 194771.22,            ,
    7964,  38911.14,            , 194762.86,            ,
    7965,  38889.72,            , 194754.50,            ,
    7966,  38868.30,            , 194746.17,            ,
    7967,  38846.90,            , 194737.81,            ,
    7968,  38825.52,            , 194729.47,            ,
    7969,  38804.14,            , 194721.12,            ,
    7970,  38782.78,            , 194712.77,            ,
    7971,  38761.43,            , 194704.42,            ,
    7972,  38740.09,            , 194696.08,            ,
    7973,  38718.77,            , 194687.73,            ,
    7974,  38697.46,            , 194679.39,            ,
    7975,  38676.16,            , 194671.05,            ,
    7976,  38654.88,            , 194662.70,            ,
    7977,  38633.61,            , 194654.36,            ,
    7978,  38612.35,            , 194646.02,            ,
    7979,  38591.11,            , 194637.67,            ,
    7980,  38569.88,            , 194629.33,            ,
    7981,  38548.66,            , 194620.98,            ,
    7982,  38527.45,            , 194612.94,            ,
    7983,  38506.26,            , 194604.59,            ,
    7984,  38485.88,            , 194598.11,            ,
    7985,  38464.71,            , 194589.77,            ,
    7986,  38443.56,            , 194581.42,            ,
    7987,  38422.41,            , 194573.08,            ,
    7988,  38401.29,            , 194564.75,            ,
    7989,  38380.17,            , 194556.41,            ,
    7990,  38359.06,            , 194548.06,            ,
    7991,  38337.97,            , 194539.73,            ,
    7992,  38316.89,            , 194531.39,            ,
    7993,  38295.83,            , 194523.05,            ,
    7994,  38274.77,            , 194514.72,            ,
    7995,  38253.73,            , 194506.38,            ,
    7996,  38232.70,            , 194498.03,            ,
    7997,  38211.69,            , 194489.70,            ,
    7998,  38190.68,            , 194481.36,            ,
    7999,  38169.70,            , 194473.02,            ,
    8000,  38148.72,            , 194464.69,            ,
    8001,  38127.75,            , 194456.34,            ,
    8002,  38106.80,            , 194448.00,            ,
    8003,  38085.86,            , 194439.67,            ,
    8004,  38064.93,            , 194431.34,            ,
    8005,  38044.02,            , 194423.00,            ,
    8006,  38023.12,            , 194414.67,            ,
    8007,  38023.12,            , 194414.67,            ,
    8008,  38023.12,            , 194414.67,            ,
    8009,  38023.12,            , 194414.67,            ,
    8010,  38023.12,            , 194414.67,            ,
    8011,  38023.12,            , 194414.67,            ,
    8012,  38023.12,            , 194414.67,            ,
    8013,  38023.12,            , 194414.67,            ,
    8014,  38023.12,            , 194414.67,            ,
    8015,  38023.12,            , 194414.67,            ,
    8016,  38023.12,            , 194414.67,            ,
    8017,  38023.12,            , 194414.67,            ,
    8018,  38023.12,            , 194414.67,            ,
    8019,  38023.12,            , 194414.67,            ,
    8020,  38023.12,            , 194414.67,            ,
    8021,  38023.12,            , 194414.67,            ,
    8022,  38023.12,            , 194414.67,            ,
    8023,  38023.12,            , 194414.67,            ,
    8024,  38023.12,            , 194414.67,            ,
    8025,  38023.12,            , 194414.67,            ,
    8026,  38023.12,            , 194414.67,            ,
    8027,  38023.12,            , 194414.67,            ,
    8028,  38023.12,            , 194414.67,            ,
    8029,  38023.12,            , 194414.67,            ,
    8030,  38023.12,            , 194414.67,            ,
    8031,  38023.12,            , 194414.67,            ,
    8032,  38023.12,            , 194414.67,            ,
    8033,  38023.12,            , 194414.67,            ,
    8034,  38023.12,            , 194414.67,            ,
    8035,  38023.12,            , 194414.67,            ,
    8036,  38023.12,            , 194414.67,            ,
    8037,  38023.12,            , 194414.67,            ,
    8038,  38023.12,            , 194414.67,            ,
    8039,  38023.12,            , 194414.67,            ,
    8040,  38023.12,            , 194414.67,            ,
    8041,  38023.12,            , 194414.67,            ,
    8042,  38023.12,            , 194414.67,            ,
    8043,  38023.12,            , 194414.67,            ,
    8044,  38023.12,            , 194414.67,            ,
